0,0,2
0.015625,0,1.93852
0.03125,0,1.87713
0.046875,0,1.81592
0.0625,0,1.75498
0.078125,0,1.69441
0.09375,0,1.63428
0.109375,0,1.57469
0.125,0,1.51571
0.140625,0,1.45743
0.15625,0,1.39993
0.171875,0,1.34327
0.1875,0,1.28753
0.203125,0,1.23278
0.21875,0,1.17907
0.234375,0,1.12647
0.25,0,1.07503
0.265625,0,1.0248
0.28125,0,0.975824
0.296875,0,0.92814
0.3125,0,0.881785
0.328125,0,0.836789
0.34375,0,0.793177
0.359375,0,0.75097
0.375,0,0.710184
0.390625,0,0.670831
0.40625,0,0.632916
0.421875,0,0.596444
0.4375,0,0.561411
0.453125,0,0.527814
0.46875,0,0.495641
0.484375,0,0.464881
0.5,0,0.435517
0.515625,0,0.40753
0.53125,0,0.380897
0.546875,0,0.355593
0.5625,0,0.331593
0.578125,0,0.308865
0.59375,0,0.287381
0.609375,0,0.267106
0.625,0,0.248009
0.640625,0,0.230053
0.65625,0,0.213205
0.671875,0,0.197428
0.6875,0,0.182686
0.703125,0,0.168944
0.71875,0,0.156167
0.734375,0,0.144319
0.75,0,0.133367
0.765625,0,0.123277
0.78125,0,0.114018
0.796875,0,0.105558
0.8125,0,0.0978687
0.828125,0,0.0909223
0.84375,0,0.084693
0.859375,0,0.0791571
0.875,0,0.0742928
0.890625,0,0.0700805
0.90625,0,0.0665028
0.921875,0,0.0635447
0.9375,0,0.0611935
0.953125,0,0.0594391
0.96875,0,0.0582738
0.984375,0,0.0576924

0,0.015625,2
0.015625,0.015625,1.9385
0.03125,0.015625,1.8771
0.046875,0.015625,1.81588
0.0625,0.015625,1.75493
0.078125,0.015625,1.69434
0.09375,0.015625,1.6342
0.109375,0.015625,1.57459
0.125,0.015625,1.5156
0.140625,0.015625,1.45731
0.15625,0.015625,1.39979
0.171875,0.015625,1.34312
0.1875,0.015625,1.28737
0.203125,0.015625,1.23261
0.21875,0.015625,1.17889
0.234375,0.015625,1.12628
0.25,0.015625,1.07484
0.265625,0.015625,1.0246
0.28125,0.015625,0.975615
0.296875,0.015625,0.927925
0.3125,0.015625,0.881565
0.328125,0.015625,0.836565
